id,year,group,points,problem_number
25_1113_p4_a07fe19e-070d-4f30-a391-b219222ef4e5,2025,11-13,5,29
25_1113_p4_894423d6-94c7-4f2a-b96c-1789367be778,2025,11-13,5,30
25_34_p1_cc4b73b5-9a41-41ad-a732-0dec7eeab83d,2025,3-4,3,4
25_34_p2_a95d67e2-7983-4772-aaec-67c5937fe6e0,2025,3-4,4,11
25_34_p3_f77ec74f-d4bf-4766-bd8a-0d70db288796,2025,3-4,4,13
25_34_p3_d8d5a65a-7a00-4336-bb93-85e507f72cad,2025,3-4,4,14
25_34_p3_8c267f6e-76d0-4444-aefc-293243d02aae,2025,3-4,4,15
25_34_p3_218c0c59-1555-4431-851e-9c4740dee431,2025,3-4,5,17
25_34_p4_0f1e1116-7412-428b-b681-aba855d17f11,2025,3-4,5,19
25_34_p4_fe2b5433-e575-475f-a038-5e6e374309ab,2025,3-4,5,20
25_34_p4_107b9fd3-28cb-44a3-8890-0bd73e6fc36a,2025,3-4,5,23
25_34_p4_5a87be2a-f35a-4a47-873b-ee7831feceb2,2025,3-4,5,24
25_56_p1_4019aa28-e21c-4214-b1cc-60479095919d,2025,5-6,3,4
25_56_p2_1deb1bd1-71cb-42b3-b3b7-f712663d7434,2025,5-6,3,6
25_56_p2_45dacfac-2bc9-412f-8fc9-4662b8295e68,2025,5-6,3,7
25_56_p2_a8db8673-62aa-43af-9c05-a94d55f4c04e,2025,5-6,3,8
25_56_p2_47725ab6-9f22-42e5-b557-0bc7544fc1fd,2025,5-6,4,9
25_56_p2_05436f02-d57f-49f2-b3c5-ccbdb72d12bf,2025,5-6,4,11
25_56_p3_abd351fa-0984-446f-a808-fc8669319bb0,2025,5-6,4,12
25_56_p3_9f219a28-b1da-4705-8d9c-6c649979f57d,2025,5-6,4,13
25_56_p4_f09d419c-8c61-4713-b6da-4b0935394deb,2025,5-6,5,18
25_56_p4_bd69d30d-64de-41b7-a7d8-237daf50cd8f,2025,5-6,5,19
25_56_p4_29e376fa-f7c3-491b-9801-51c42b4116ca,2025,5-6,5,24
25_78_p1_b620e742-6291-4752-95d6-e1f190cfe052,2025,7-8,3,1
25_78_p1_a0b08eb6-2432-462c-8f26-5314ae955330,2025,7-8,3,2
25_78_p1_741b601a-b582-407c-ac6b-7f68c6cf2df1,2025,7-8,3,3
25_78_p1_0331f96e-c816-4d1c-8326-97373e75b428,2025,7-8,3,4
25_78_p1_84f2b896-8a34-4269-a17d-d6cc10ed7a46,2025,7-8,3,5
25_78_p1_7fc0c5f4-fdfe-4fae-86b5-341103cb7ca7,2025,7-8,3,7
25_78_p2_d1b3dfef-2a15-44e5-95a5-b47496af08d6,2025,7-8,3,8
25_78_p2_acb9b6b6-a79f-4626-b74f-d9ab45a479a3,2025,7-8,4,11
25_78_p2_e5eb3359-00da-4fe3-8406-f3d46742150b,2025,7-8,4,12
25_78_p2_c9bbd4bd-1e32-44a2-ada1-df1e29cfd6ac,2025,7-8,4,14
25_78_p3_30add3ee-a684-4af0-b60f-2ae33d7eca0e,2025,7-8,4,16
25_78_p3_eb5ec29a-6fb1-4ab0-a4e8-2a0a264daead,2025,7-8,4,18
25_78_p3_556ab604-8e88-4704-b868-4a53c09ca2a7,2025,7-8,4,20
25_78_p3_b7eb55df-fbbe-4acb-afdb-3dfb10b80d29,2025,7-8,5,21
25_78_p3_e9e52ef6-83da-4f56-8e73-a3bb17a9823c,2025,7-8,5,23
25_78_p4_d1d87992-345b-40d8-96e5-85e53534260d,2025,7-8,5,25
25_78_p4_3675329f-6cf5-462f-aead-a3e0241d672d,2025,7-8,5,26
25_78_p4_0bd76ed1-9950-47c8-bf35-75f91cf42687,2025,7-8,5,28
25_910_p1_59846faf-03bb-4611-9bc5-e21ab5cc0fab,2025,9-10,3,1
25_910_p2_164c3c7e-c75c-42ea-8ac7-677a6e38a087,2025,9-10,3,8
25_910_p2_96eb1dec-5cce-4e87-99fc-ea17ce63859f,2025,9-10,4,11
25_910_p2_f3cbcb39-f98b-4ea1-9ab8-dddab957ba2b,2025,9-10,4,15
25_910_p3_d3b60dec-9ee8-4cf3-9f91-02232bb1120d,2025,9-10,4,17
25_910_p3_d8af7999-428c-4568-95e5-34ea796f248f,2025,9-10,4,18
25_910_p3_dcea9b57-b2aa-427f-9944-fc4c2c1bc86a,2025,9-10,4,19
25_910_p3_f7215bb2-2ae3-4e74-bf4f-d747f3aeeb54,2025,9-10,4,20
25_910_p3_aacac7d7-78fb-4615-9c48-b7007fe06240,2025,9-10,5,21
25_910_p3_65c270af-cf80-4504-8c0c-1cda600cb71a,2025,9-10,5,23
25_910_p4_c9429de5-b757-400a-a0bd-e56e254d13f5,2025,9-10,5,24
25_910_p4_d3302eef-3d9e-4169-b119-b32b80b660f1,2025,9-10,5,26
25_910_p4_c7c133e0-a30b-4801-9d6f-5c99c3f306fa,2025,9-10,5,28
25_910_p4_11c807e3-58fe-461e-9ea4-3af2ee8076a8,2025,9-10,5,29
98_1113_p1_9f364136-6e38-493a-820a-e1e547f1c882,1998,11-13,3,2
98_1113_p1_af89f0b0-f030-4865-a00d-bf6edf2ec4b3,1998,11-13,3,7
98_1113_p2_11fd36eb-9c89-4f23-8456-ad867e8cc489,1998,11-13,3,8
98_1113_p2_908f3b0a-a6f4-46ef-beb6-dbcbbbd537a6,1998,11-13,3,10
98_1113_p3_0231ac44-ae5a-45d0-be79-ff2dc6b65350,1998,11-13,4,16
98_1113_p4_ac729cdf-cea2-41e7-adb3-556e0af899e0,1998,11-13,5,23
98_1113_p4_4830c6da-0779-4b7f-89e9-8e1b17d7464e,1998,11-13,5,27
98_34_p1_da8d96e7-6b9a-476f-9cfd-f02bf3e3f9ab,1998,3-4,3,2
98_34_p1_80327eec-6f80-4799-94c5-de01e9eeb1ae,1998,3-4,3,3
98_34_p3_89fc54c3-1fa4-4fb9-bcf0-dd4e39a8ef0a,1998,3-4,5,12
98_34_p4_051541bb-3fc4-4a22-aef4-5ba7efe77390,1998,3-4,5,15
98_56_p1_9aec53be-c902-4519-aff8-c4d0e48ee68e,1998,5-6,3,1
98_56_p1_c8b2bf96-c6ff-4ae5-9234-46a49f82cc65,1998,5-6,3,2
98_56_p1_f4a838b1-d2bd-4b65-9eac-1d45d765b0e7,1998,5-6,3,6
98_56_p2_a4297101-36b2-4446-b63c-65d2fccbaa97,1998,5-6,3,8
98_56_p2_7b41b806-aa1a-47bb-bab6-5ac3950510ad,1998,5-6,3,10
98_56_p2_06df318f-d364-421f-a488-e7f609fd1330,1998,5-6,4,11
98_56_p3_3068e67a-a385-467d-81a1-e5a869bdcc9e,1998,5-6,4,17
98_56_p4_2a72746a-0dbe-425c-8a6b-55e20a5554a5,1998,5-6,5,26
98_56_p4_6daeba4f-a709-4427-9e4e-99c4dfcc2ebe,1998,5-6,5,30
98_78_p1_aa3b5be9-683e-401a-b331-9d58c44feb4f,1998,7-8,3,1
98_78_p1_988e21d6-bde6-4784-ad23-98c44ef247e0,1998,7-8,3,5
98_78_p2_5a935e41-319c-4122-94e2-a892288f1044,1998,7-8,3,8
98_78_p2_aed87c28-d3ba-419b-bdb8-eed35546ca68,1998,7-8,3,10
98_78_p2_b2cc07d2-19f4-4d6d-8724-2c57d7bba85e,1998,7-8,4,13
98_78_p4_c3017a34-e006-4c6f-addf-4cc3cecc8fa1,1998,7-8,5,24
98_78_p4_396ac985-9576-46cb-b4d2-0a24591aba3a,1998,7-8,5,26
98_78_p4_591283cf-91e3-40bb-90fe-acf1238e051e,1998,7-8,5,27
98_910_p1_925c40c1-5d42-4d5e-8f6b-c9a633112f5e,1998,9-10,3,6
98_910_p2_99f2ec08-913c-4a92-8791-d6bb36902f0a,1998,9-10,3,10
98_910_p3_66be1ac2-9077-4a9d-85e9-5e8b2cfd039d,1998,9-10,4,19
98_910_p4_3a524b87-e4e2-4126-99fa-0f6bf745ccab,1998,9-10,5,23
99_1113_p2_1a2a98b5-de66-470d-a53e-6e3a153e5a5b,1999,11-13,3,8
99_1113_p2_18df0c0a-9ab2-4266-b1ed-c63ad84ef265,1999,11-13,3,10
99_1113_p3_a33d249a-7386-4137-b5e1-73b115d3d5da,1999,11-13,4,16
99_1113_p4_d9cddc1f-5b5c-46dd-a9a3-fc5089ee9edf,1999,11-13,5,25
99_1113_p4_d971159f-4a95-48f5-9094-66062c8723aa,1999,11-13,5,29
99_34_p1_e0113d98-26eb-41a5-9004-03e95f637f75,1999,3-4,3,4
99_34_p2_7adf5d75-2d67-4f91-bab7-845f085ba9eb,1999,3-4,4,6
99_56_p1_017a75d8-6fa0-48a6-ae2d-e6930b0e2006,1999,5-6,3,2
99_56_p1_082086ff-1acc-4cab-a69e-46e463f2ff96,1999,5-6,3,5
99_56_p2_5d0f888f-2f47-435b-ae5a-5dd74d27c00d,1999,5-6,3,7
99_56_p2_263948a4-f27d-402f-82f3-7b44319da62c,1999,5-6,3,9
99_56_p2_cd6d4058-7505-4f61-8e8f-a49368d335c2,1999,5-6,4,12
99_56_p3_049c2d94-7511-4fe8-b487-74211db37e7d,1999,5-6,4,16
99_56_p4_92e238f3-533b-4253-b434-df83414123e0,1999,5-6,5,24
99_56_p4_cc5ebb2b-7762-484d-beb0-12489bc035dc,1999,5-6,5,30
99_78_p1_6f781311-f947-453b-9eed-f4a189b12d6c,1999,7-8,3,4
99_78_p2_f2d7ce4e-c994-4c29-9e12-93af1e075020,1999,7-8,3,10
99_78_p2_297d1582-33e0-4fa5-8dd7-d526cdd3a10a,1999,7-8,4,12
99_78_p3_a9c41f0f-2056-4cc2-bfeb-e9f05f0947f2,1999,7-8,4,17
99_78_p3_4e72a87e-ca50-444f-a97a-a06b48e38013,1999,7-8,4,19
99_78_p3_1c57a1a1-63f4-4de1-9386-7d12f1b566e8,1999,7-8,5,21
99_78_p4_2d72267d-4901-4326-97ec-db9283db2095,1999,7-8,5,24
99_78_p4_159e6691-cad6-4e00-80ee-f0d07a44c83b,1999,7-8,5,28
99_78_p4_1e27493a-e6ae-4e60-8eb9-715d384b8a8e,1999,7-8,5,29
99_910_p1_95018bf6-0e54-4ead-83e8-4c227f5cbe71,1999,9-10,3,6
99_910_p2_7ddf6782-9904-4751-a536-fc571162be31,1999,9-10,3,9
99_910_p2_e4203aeb-91d2-4032-92e4-0c781a182d97,1999,9-10,3,10
99_910_p2_8fd7acb3-252b-4f8a-b8a5-68dcfac96071,1999,9-10,4,15
99_910_p3_76e9a2ff-faa6-4bb4-bc50-f61583ae1799,1999,9-10,4,17
99_910_p3_a38a8cda-4390-4642-904b-318a207b263e,1999,9-10,4,18
99_910_p3_31e01016-f7bd-492a-b3d4-5f5eff8644ea,1999,9-10,4,19
99_910_p3_24d5bbe7-96f7-4853-8bde-fb533cca517f,1999,9-10,5,22
99_910_p4_e7a493cb-0487-4c5b-a87f-0cbaeccb7560,1999,9-10,5,27
